tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid,region
MASTER,I,DUX6DEmITdvkPgsNEJMra5kj4U9EgTtxm0KBfapsGgh215M,Tutsz,0,19,13,False,False,True,False,bZFUhhy3BUJfc2Nbk5_Z6tJdnKNBGXdRvT7d9hGDbqpQdJtLHA8vmjvBamhYQ_Q_-_RG-4IjlamEkg,br1
MASTER,I,6mzH_y_ZDOc6k9krJXujGzlM3z8M-RgW2RtSty0IH430VsU,Lukz1nNn,20,25,14,False,False,True,False,F5tkBTjpy9b_GwLnCEG7mnPBp_rHSartKuckz3ka43sxGHQdYD2VG5eLE6AMBDbzWJ154H8cTzs3gg,br1
MASTER,I,3Xoj314Oe_o9qJMae34lEF2fvIA24s5JsFpY603h5vcJgP0,Naryzinha,16,29,25,False,False,True,False,pSxkF0ckNqvZTFj23X-yuLdx0LZwcE6Qeg2nQvgh3CR9cYa4T6BxELTG6g75yoywykuegk9XVbCgbw,br1
MASTER,I,Lvlsvwmq3WM6MF_2JrlCfLIKcm1puwjchwjCvlveGODqkg,soza,54,32,27,False,False,True,True,JvDzpiEvV0FSxjwuKscaBux4K0o7xX4qAC9YUcrAMKc-dlwOhT7ejYlch2aQjugQi75HRtNNOrQDZA,br1
MASTER,I,jA6eIfv2gabnDx7-Mc_D9zbJSTi7sq1-3Ap85dXX8WLKWw,neonrip,6,24,27,False,False,True,False,Aw3u6K8en_6D8IYo3qFUAW_VkPbPVJUQ_uxwH-ImNk5z3ZthTQLdBZDzuho4yvqVmWJZctm0w0bgEw,br1
MASTER,I,dcTcIEQPMxYwH5OB3FhHfz4RQ2hELAo1AnG1h_1kw0YhLQ,Quinnfernal,38,40,30,False,False,True,True,MMBwIpHTNnqQyr2rpuqRhQ9SpsbaAmNoGm_4bhOZsAX6M2h0jwUPziVAOBlxDsBi2c9DYFla3-orrQ,br1
MASTER,I,42S5kfewCIDmocN0l3thQYUDjcF3WGWRVLNby1yoD2C8KQ,wilmat23,14,19,12,False,False,True,False,SkLv3amvXd5d7sMEkAh0hpc3ZmRkvHri4PMwloC2-kLUny6ZlZMiK01W_OEqBn8l-5d1pf0noAFyNg,br1
MASTER,I,WdjWbPrMiK89Pk0XTL1YIqvC-CUosqmD9WP9H5SIaXLwzyZtV_riKYYO7Q,jyiyivt,139,37,30,False,False,True,False,-6TDjo_MfPXUFlR8CsxvwehW1pJd8o35niD1r942umafiwvdrP1Q-om77Ghi1WDhIOWIky7Cpk3sFw,br1
MASTER,I,W_TPqXjyIoAb3vTKAGFaVQcQ8xD8QOkL-EaAA853OqY1pQY,FurwibPREDICTZ,44,39,29,False,False,True,False,1RKHpRFboXJIDrC2t9XnjRpCibHrGBKwT4LhD-qY0VfbolbWFF_PplBqXI8jRuI0jhHAJMiIsxs7AQ,br1
MASTER,I,1EX26SdB3zKRrz5u5azTriMsUv8cFMwjnb0eQDboIDrtpQ,Altiorem,63,56,41,False,False,True,True,7Ohm--1DRd6_POS_jiti3GPk9g78Sbx7IXkhZg3xYx4nNwGdUMHoZQ3pLRk0X6w69NZYmengVQczGQ,br1
MASTER,I,m5t1rAXUiEaM4tOuo-qszJuqFeiOSXswm_VWGL1uGmIF,M4caco Violento,1,36,9,False,False,True,True,6h3c2qzI8Lr7Ne7kWHEWW6EjecDZ1w3YMT_HKExWuNgH6VXliMYoTB4uZUnD0LJNhniwExS0zyy-UQ,br1
